statement_id,entry_id,pdf_page_range,section,primary_headword,entry_heading,statement_type,statement_markdown,reconstructed_forms_in_statement,glosses_in_statement,char_flags
liv2add-0212-s02,liv2add-0212,54,*l-,*leh₃u̯-,"Neu: *leh₃u̯- ‘gießen, waschen’¹",Präsens,"Präsens
?*léu̯h₃-e-⁵
[lat. lauō, -ere ‘(sich) waschen’; umbr. vutu /wo:tu/ ‘soll waschen’6
[alb. ageg. Konj. laa ‘wasche’7",*léu̯h₃-e-⁵,(sich) waschen; soll waschen; wasche,contains-combining-marks; contains-subscript-numerals
liv2add-0212-s03,liv2add-0212,54,*l-,*leh₃u̯-,"Neu: *leh₃u̯- ‘gießen, waschen’¹",Iterativ,"Iterativ
?*loh₃u̯-éi̯e-
[[gr. λοέω ‘wasche’9",*loh₃u̯-éi̯e-,wasche,contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0212-s04,liv2add-0212,54,*l-,*leh₃u̯-,"Neu: *leh₃u̯- ‘gießen, waschen’¹",Neubildungen,"Neubildungen:
Nasalpräsens arm. loganam ‘bade mich’, lowanam ‘wasche’¹0",,bade mich; wasche,
liv2add-0212-s05,liv2add-0212,54,*l-,*leh₃u̯-,"Neu: *leh₃u̯- ‘gießen, waschen’¹",Perfekt,Perfekt gr. λελουμένος ‘gebadet habend’,,gebadet habend,contains-greek
liv2add-0213-s01,liv2add-0213,54-55,*l-,*lei̯g̑ʰ-,*lei̯g̑ʰ-,Präsens,"Präsens
ved. réḍhi ‘leckt’0
[air. ligim ‘lecke’, mkymr. (+) lly ‘leckt’4",,leckt; lecke; leckt,
liv2add-0213-s02,liv2add-0213,54-55,*l-,*lei̯g̑ʰ-,*lei̯g̑ʰ-,Perfekt,"Perfekt
air. -lelaig ‘leckte’",,leckte,
liv2add-0214-s01,liv2add-0214,55,*l-,*lei̯k-1,*lei̯k-1 ‘zur Verfügung stehen/stellen’,Präsens,"Präsens
?*li-né/n-k̑-
?[toch.B Konj. plyañcäṃ ‘soll/wird verkaufen’2",*li-né/n-k̑-,soll/wird verkaufen,contains-combining-marks
liv2add-0214-s02,liv2add-0214,55,*l-,*lei̯k-1,*lei̯k-1 ‘zur Verfügung stehen/stellen’,Kausativ,"Kausativ *loi̯k-éi̯e/o-
lat. pol-lūceō, -ēre ‘servieren; (als Opfer) darbringen’3",*loi̯k-éi̯e/o-,servieren; (als Opfer) darbringen,contains-combining-marks
liv2add-0214-s03,liv2add-0214,55,*l-,*lei̯k-1,*lei̯k-1 ‘zur Verfügung stehen/stellen’,Essiv,"Essiv
*lik-h₁i̯e/o-
lat. liceō, -ēre ‘feil sein, erlaubt sein’4; osk. líkítud Cm 1 ‘soll erlaubt
sein’",*lik-h₁i̯e/o-,"feil sein, erlaubt sein; soll erlaubt
sein",contains-combining-marks; contains-subscript-numerals
liv2add-0215-s01,liv2add-0215,55,*l-,*lei̯kʷ-,*lei̯kʷ- > 1.*lei̯kʷ-,Aorist,"Aorist
*lḗi̯kʷ/léi̯kʷ-s-
ved. ā́raik ‘hat verlassen’
jav. Opt. paiti.raēxšīša P. 40 ‘mögest du verlassen’, chwar. (+) pryẍ- ‘zurücklassen’
(SAMADI 160)
Gegen NARTEN 223-4 und LIV² ist ā́raik wohl nicht aus Wurzelaor. *ā́rek verdeutlicht, sondern
alte transitive Oppositionsbildung zum primär intransitiven Wurzelaorist, s. nun KÜMMEL, IJDL
9 (2012) 88-9. Die Augmentdehnung muß analogisch sein.",*lḗi̯kʷ/léi̯kʷ-s-; *ā́rek,hat verlassen; mögest du verlassen; zurücklassen,contains-combining-marks
liv2add-0215-s02,liv2add-0215,55,*l-,*lei̯kʷ-,*lei̯kʷ- > 1.*lei̯kʷ-,Zum Perfekt,"Zum Perfekt auch

?[lat. līquī ‘verließ’ Kann sowohl den Aorist wie ein altes deredupliziertes Perfekt *loi̯kʷ- fortsetzen, s. MEISER, Perfekt 202f.",*loi̯kʷ-,verließ,contains-combining-marks
liv2add-0216-s01,liv2add-0216,55-56,*l-,*u̯lei̯kʷ-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",Präsens,"Präsens
*léi̯kʷ-/likʷ-
toch.A Inf. lyīktsi ‘waschen’
?[mp. man. (+) ryc- ‘fließen’1b
?[Baloči rič-, kurd. r̄ij- ‘fließen’1c
[lat. līquor, -ī ‘flüssig werden, schmelzen’1d",*léi̯kʷ-/likʷ-,"waschen; fließen; fließen; flüssig werden, schmelzen",contains-combining-marks
liv2add-0216-s02,liv2add-0216,55-56,*l-,*u̯lei̯kʷ-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",Kausativ,"Kausativ ?*loi̯kʷ-éi̯e-
mp. man. (+) ryc- ‘gießen’",*loi̯kʷ-éi̯e-,gießen,contains-combining-marks
liv2add-0216-s03,liv2add-0216,55-56,*l-,*u̯lei̯kʷ-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",Essiv,"Essiv
?*likʷ-h₁i̯é-
[lat. liqueō, -ēre ‘flüssig sein, klar sein’",*likʷ-h₁i̯é-,"flüssig sein, klar sein",contains-combining-marks; contains-subscript-numerals
liv2add-0216-s04,liv2add-0216,55-56,*l-,*u̯lei̯kʷ-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",Neubildungen,"Neubildungen:
s-Aorist
Šuɣni pirēx̌- etc. ‘gießen, streuen’",,"gießen, streuen",contains-combining-marks
liv2add-0216-s05,liv2add-0216,55-56,*l-,*u̯lei̯kʷ-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",Nasalpräsens,"Nasalpräsens
toch.B laikanaträ ‘wäscht sich etw. ab’3",,wäscht sich etw. ab,
liv2add-0216-s06,liv2add-0216,55-56,*l-,*u̯lei̯kʷ-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",Desiderativ,Desiderativ toch.B likṣan- ‘wäscht’3,,wäscht,
liv2add-0216-s07,liv2add-0216,55-56,*l-,*u̯lei̯kʷ-,"(*u̯lei̯kʷ- >) 2.*lei̯kʷ-1 ‘flüssig werden, fließen’1a",Perfekt,"Perfekt (?)
toch.B laikāte ‘wusch sich etw. ab’, A Konj. lekaṣ ‘wird waschen’3",,wusch sich etw. ab; wird waschen,
liv2add-0217-s01,liv2add-0217,56,*l-,*lei̯p-,*lei̯p-,Kausativ,"Kausativ: np. firīb- etc. ist wohl zu streichen, s. CHEUNG, EDIV 308.",,,
liv2add-0221-s01,liv2add-0221,56,*l-,*leu̯bʰ-,*leu̯bʰ-,Zum Kausativ,"Zum Kausativ auch parth. (+) pd-rwb- ‘verwirren’ (CHEUNG, EDIV 315-6)",,verwirren,
liv2add-0223-s01,liv2add-0223,57,*l-,*leu̯g-,1.*leu̯g-,Kausativ,"Kausativ zu streichen, da lat. lūgēre besser zu *(s)leu̯g-",*(s)leu̯g-,,contains-combining-marks
liv2add-0224-s01,liv2add-0224,57,*l-,*leu̯H-,*leu̯H-,Zum Präsens,"Zum Präsens *lu-né/nH- auch [russ. lúnut' ‘losschießen, loslassen’

Zu Präsens *luH-é- auch air. as·loī ‘flieht, entkommt’6a",*lu-né/nH-; *luH-é-," ; flieht, entkommt",
liv2add-0226-s01,liv2add-0226,57,*l-,*leu̯k-,*leu̯k-,Präsens,"Präsens
?*luk-éi̯e- ved. rucayanta ‘sie leuchten’ RV 3,6,76",*luk-éi̯e-,sie leuchten,contains-combining-marks
