lookup_candidate_pass7	normalized_candidate_pass7	confidence_pass7	greek_nonlatin_class_pass7
*Xleloll-cl(i)iah₂	*Xleloll-cl(i)iah₂	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*Xlelop-iIt(i)jo-	*Xlelop-iIt(i)jo-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*XliiOll-ko-	*XliiOll-ko-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*Xlu-t-1j1mo-	*Xlu-t-1j1mo-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*Y	*Y	source-layer	
*Y:1uuiita-	*Y:1uuiita-	source-layer	
*Yik(ja-	*Yik(ja-	source-layer	
*Zl11bjh	(*Zl11bjh)	source-layer	
*[d.lil8/Lom-	*[d.lil8/Lom-)	low	
*[dllJgʰ..	*[dllJgʰ..	low	
*_.-A..-o.rlD-r*.nrrrv-ßl	*_.-A..-o.rlD-r*.nrrrv-ßl	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*_bera	*_bera	medium-repaired	
*_bllll-Q-	*_bllll-Q-	source-layer	
*_bʰll-Q-	*_bʰll-Q-	medium-repaired	
*_dʰfS-jo-	*_dʰfS-jo-	low	
*_dʰfS-to-	*_dʰfS-to-	low	
*_dʰgʰ_m-o-	*_dʰgʰ_m-o-	medium-repaired	
*_gO_	*_gO_	source-layer	
*_gV1p_dʰmo-	*_gV1p_dʰmo-	medium-repaired	
*_hjcl’	*_hjcl’	medium-repaired	
*_hjcl’-o_6!i	*_hjcl’-o_6!i	low	
*_pelt’-es-2Jl	*_pelt’-es-2Jl	medium-repaired	
*_re	*_re	source-layer	
*_tn-o	?*_tn-o	medium-repaired	
*a	*a	source-layer	
*a	*a)	source-layer	
*a!ti-	*a!ti-	low	
*a-es	*a-es	source-layer	
*a.(t)r-	*a.(t)r-	source-layer	
*a1g-	*a1g-	source-layer	
*aM	*aM	source-layer	
*aPiiaz	*aPiiaz	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
"*aPn""früh"	"*aPn""früh"	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*aSb-kola	*aSb-kola	low	
*abO/verstehbar	*abO/verstehbar	source-layer	
*abal-	*abal-	source-layer	
*abalikti-	*abalikti-	source-layer	
*abalna-	(*abalna-	source-layer	
*abanko-	*abanko-	source-layer	
*abda-?	*abda-?)	source-layer	
*abfiel-I	*abfiel-I	source-layer	
*abflol-	*abflol-	source-layer	
*abhi-h	*abhi-h	source-layer	
*ablll?	*ablll?	source-layer	
*abloni-	*abloni-	source-layer	
*ablonā	*ablonā	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*ablonā-lā-	*ablonā-lā-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*ablō	*ablō	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*abman-	*abman-	source-layer	
*abn-o-yo-	*abn-o-yo-	medium-repaired	
*abull	*abull	source-layer	
*abūl	*abūl	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*acer-abuJus	*acer-abuJus	source-layer	
*achten	*achten)	source-layer	
*acu-	*acu-	source-layer	
*acu-petri-	*acu-petri-	source-layer	
*ad-ber-o-	*ad-ber-o-	source-layer	
*ad-m(e)n-to-	*ad-m(e)n-to-	source-layer	
*ad-mazdo-	*ad-mazdo-	source-layer	
*ad-op-	*ad-op-)	source-layer	
*ad-sād-s-jo-	*ad-sād-s-jo-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*ad:N1uuaitii	*ad:N1uuaitii	source-layer	
*adinach	*adinach	source-layer	
*adrV-	*adrV-	source-layer	
*adyot	*adyot	source-layer	
*aenter(*b2lfj-II-i-ter’j	*aenter(*b2lfj-II-i-ter’j	low	
*aevas-	*aevas-	source-layer	
*affiiz	*affiiz	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*aflS/dut(-0)-	*aflS/dut(-0)-	low	
*aga-	*aga-	source-layer	
*aganó-	*aganó-	medium-repaired	
*agas-IIO-	*agas-IIO-	low	
*aggj-	*aggj-	source-layer	
*agjō-	*agjō-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*agortn-	*agortn-	source-layer	
*agrestris	*agrestris	source-layer	
*agro-	*agro-	source-layer	
*aguz-	*aguz-	source-layer	
*agʷi-	*agʷi-	medium-repaired	
*ahan-	*ahan-	source-layer	
*ahanó-	*ahanó-	medium-repaired	
*ahila-	*ahila-	source-layer	
*ahis	*ahis	source-layer	
*ahma-	*ahma-	source-layer	
*ahsJö-f	*ahsJö-f	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*ahsuLt-in	*ahsuLt-in	source-layer	
*ahsō-f	*ahsō-f	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*ahtō-	*ahtō-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*aibra-	*aibra-	source-layer	
*aida-	*aida-)	medium-repaired	
*aiit-stas	*aiit-stas	source-layer	
*aik-	*aik-	source-layer	
*aina-kna-	*aina-kna-	source-layer	
*aipi-ā-had-ti-	*aipi-ā-had-ti-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*airiztt’	*airiztt’	medium-repaired	
*airu-	*airu-	source-layer	
*aiva-d-ti-	*aiva-d-ti-	medium-repaired	
*aiwa-	*aiwa-	source-layer	
"*aiwi""gs-"	"*aiwi""gs-"	source-layer	
*aiwi-	*aiwi-	source-layer	
*aiwō-	*aiwō-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*ai̯-	*ai̯-	medium-repaired	
*ai̯:JfJh	*ai̯:JfJh)	medium-repaired	
*ai̯Ant-	*ai̯Ant-	medium-repaired	
*ai̯irōz	*ai̯irōz	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*ai̯ll(J)-	*ai̯ll(J)-	medium-repaired	
*ai̯ristJl’	*ai̯ristJl’	medium-repaired	
*ai̯u-	*ai̯u-	medium-repaired	
*ai̯ukV-	*ai̯ukV-	medium-repaired	
*ai̯ukl...a)-	*ai̯ukl...a)-	medium-repaired	
*akVmo-	*akVmo-	source-layer	
*aker-	*aker-	source-layer	
*aks	*aks	source-layer	
*aksJeJä	*aksJeJä	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*aktinos	*aktinos	source-layer	
*akunas	*akunas	source-layer	
*akā/ōnas	*akā/ōnas	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*al!-	*al!-	low	
*al!-	(*al!-	low	
*al-dʰhr	*al-dʰhr	medium-repaired	
*aldh-	*aldh-	source-layer	
*all	*all	source-layer	
*all-sthra-	*all-sthra-	source-layer	
*alli-gus-es	*alli-gus-es	source-layer	
*allista-	*allista-	source-layer	
*amalna-	*amalna-)	source-layer	
*amama-ka-	(*amama-ka-)	source-layer	
*amb(i)-aktos	*amb(i)-aktos	source-layer	
*ambi-s	*ambi-s	medium-repaired	
*ambrā-	*ambrā-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*amii-	*amii-	source-layer	
*ammiZi-	*ammiZi-	source-layer	
*amtpa	*amtpa	source-layer	
*an(V)-step-	*an(V)-step-	source-layer	
*an-	*an-	source-layer	
*an-anpan-	*an-anpan-	source-layer	
"*an-h₂0lmo-s""be"	"*an-h₂0lmo-s""be"	medium-repaired	
*an-obʰer-	*an-obʰer-	medium-repaired	
*an/Jö-	*an/Jö-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*anA-	*anA-	source-layer	
*ana-mon-i-	*ana-mon-i-	source-layer	
*ana-mon-ii-	*ana-mon-ii-	source-layer	
*anandoangenommen	*anandoangenommen	source-layer	
*anaslo-	*anaslo-	source-layer	
*anatil-mit	*anatil-mit	source-layer	
*ancf8-	*ancf8-	low	
*anda-n-	*anda-n-	source-layer	
*andan-	*andan-	source-layer	
*ande-nig-inā	*ande-nig-inā	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*andi-	*andi-	source-layer	
*aneslo-	*aneslo-	source-layer	
*ang	*ang	source-layer	
*anjJO-	*anjJO-	low	
*anltu-	*anltu-	source-layer	
*annaru-	*annaru-	source-layer	
*anslā-	*anslā-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*ant-stils	*ant-stils	source-layer	
*anti-	*anti-	source-layer	
*ap-	*ap-	source-layer	
*ap-bhis	*ap-bhis	source-layer	
*ap-s	*ap-s	source-layer	
*apa	*apa	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*apaldra-	*apaldra-	source-layer	
*apalja-	*apalja-	source-layer	
*apatüc	*apatüc	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*apila-	*apila-	source-layer	
*apista-	*apista-	source-layer	
*aplu-	*aplu-	source-layer	
"*apo-h₃c""-tro-"	"*apo-h₃c""-tro-"	medium-repaired	
*apoxn-	*apoxn-	source-layer	
*apro-gn-o-	*apro-gn-o-	source-layer	
*apu-h	*apu-h	source-layer	
*apuldTt!/ö1.+0	*apuldTt!/ö1.+0)	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*arOl/O-	*arOl/O-	source-layer	
*ara-top-jo-zugrunde	*ara-top-jo-zugrunde	medium-repaired	
*aral/O-	*aral/O-	source-layer	
*arbaidi-	*arbaidi-	source-layer	
*arbaipi-	*arbaipi-	source-layer	
*arda-	*arda-	source-layer	
*ardi·oder	*ardi·oder	source-layer	
*ardu-	*ardu-	source-layer	
*ardufya-	(*ardufya-)	source-layer	
*are-	(*are-	source-layer	
*argu-jelo-	(*argu-jelo-)	source-layer	
*arilh-	*arilh-	source-layer	
*arpi-	*arpi-	source-layer	
*arpi-f	*arpi-f	medium-repaired	
*arpra-	*arpra-	source-layer	
*ars-	*ars-	source-layer	
*arsa-	*arsa-	source-layer	
*aser-6xmit	*aser-6xmit	source-layer	
*asnowt’mit	*asnowt’mit	medium-repaired	
*aspasti-	*aspasti-	source-layer	
*ass-	*ass-	source-layer	
*astra	*astra	medium-repaired	
*astra	*astra	source-layer	
*asu-ra8a-	*asu-ra8a-	low	
*asuka-	*asuka-	source-layer	
*ati-gan-	*ati-gan-	medium-repaired	
*auSah-z.B	*auSah-z.B	low	
*aucta-UJ	*aucta-UJ	low	
*augn-	*augn-	medium-repaired	
*augs	*augs	source-layer	
*aui-	*aui-	source-layer	
*aulaIn-	*aulaIn-	source-layer	
*aupja-	*aupja-	source-layer	
*aus-	*aus-	source-layer	
*ausa-	*ausa-	source-layer	
*auskas	*auskas	source-layer	
*ausmvorausgesetzt	*ausmvorausgesetzt	filtered-noise-fragment	
*ausos-ip	*ausos-ip	medium-repaired	
*austa-	*austa-	source-layer	
*austan-	*austan-	source-layer	
*austnI’-	*austnI’-	medium-repaired	
*austre’im	*austre’im	medium-repaired	
*austrōn-	*austrōn-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*av-	*av-	source-layer	
*avo	*avo	source-layer	
*aw-yo-s	*aw-yo-s	source-layer	
*awepija-	*awepija-	source-layer	
*awidija-	*awidija-	source-layer	
*axtllr-	*axtllr-	source-layer	
*ay-miZi-	*ay-miZi-	source-layer	
*ayl1vo	*ayl1vo	source-layer	
*ayāvt	*ayāvt	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*aznai̯bzw	*aznai̯bzw	medium-repaired	
*aznat	*aznat	source-layer	
*aznō-	*aznō-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*aztinos	*aztinos	source-layer	
*a~e)ln-ela	*a~e)ln-ela	low	
*aßt-	*aßt-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*b	(*b	source-layer	
*b	*b	source-layer	
"*b""ehr"	"*b""ehr"	source-layer	
"*b""oi̯dʰ..6-"	"*b""oi̯dʰ..6-"	medium-repaired	
"*b""oi̯dʰ..8hr"	"*b""oi̯dʰ..8hr"	low	
"*b""oi̯dʰ..es-"	"*b""oi̯dʰ..es-"	medium-repaired	
"*b""oi̯dʰ..s-ahr"	"*b""oi̯dʰ..s-ahr"	medium-repaired	
*b#i-u-	*b#i-u-	low	
*b(h)apram	*b(h)apram	source-layer	
*b.6eVgʰ..	*b.6eVgʰ..	medium-repaired	
*b.6eg-v/herzuleiten	*b.6eg-v/herzuleiten	filtered-noise-fragment	
*b.zerg-	*b.zerg-	source-layer	
*b1Tg-i-pj6	*b1Tg-i-pj6	medium-repaired	
*b1Tg-j-	*b1Tg-j-	source-layer	
*b1WH-II-	*b1WH-II-	low	
*b1lei̯H.’sch₁agen’	*b1lei̯H.’sch₁agen’	medium-repaired	
*b1lengllb..’sich	*b1lengllb..’sich	medium-repaired	
*b1les-	*b1les-	source-layer	
*b1lv:rijo-	*b1lv:rijo-	source-layer	
*b2/fb3)-l/abr	*b2/fb3)-l/abr	source-layer	
*b2/’tko-	*b2/’tko-	medium-repaired	
*b20P-dj-s	*b20P-dj-s	source-layer	
*b20P-i-	*b20P-i-	source-layer	
*b20S-g*-ahr	*b20S-g*-ahr	low	
*b20f-eto-m	*b20f-eto-m	source-layer	
*b20kto-	*b20kto-	source-layer	
*b211P-f	*b211P-f	medium-repaired	
*b28J’g-u-no-	*b28J’g-u-no-	low	
*b2Uks-en-besonders	*b2Uks-en-besonders	source-layer	
*b2f/cks-es-	?*b2f/cks-es-	source-layer	
*b2f/eks-	*b2f/eks-	source-layer	
*b2f/eks-fll-	?*b2f/eks-fll-	source-layer	
*b2f/eks-o-	*b2f/eks-o-	source-layer	
*b2fg-uJtn-	*b2fg-uJtn-	source-layer	
*b2flcs-	*b2flcs-	source-layer	
*b2floks-tu-	*b2floks-tu-	source-layer	
*b2lfj-II-o-	*b2lfj-II-o-	low	
*b2lfj-u-{V	*b2lfj-u-{V)	low	
*b2linbrōs	*b2linbrōs	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*b2lle~	*b2lle~	low	
*b2l’ubJP!co-	*b2l’ubJP!co-	low	
*b2ßP-f	*b2ßP-f	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*b3	*b3	source-layer	
*b:	*b:	source-layer	
*b:frsgʰ..ahr	?*b:frsgʰ..ahr	medium-repaired	
*b:i-ell-	*b:i-ell-	source-layer	
*b:iu-g~ihrs	*b:iu-g~ihrs	low	
*bAi-II-o-	(*bAi-II-o-)	low	
*bBrÖ-f	*bBrÖ-f	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*bIen	*bIen	source-layer	
*bIer-	*bIer-	source-layer	
*bIlSIl-ijo-	*bIlSIl-ijo-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*bJ..a)rA-BbrIJcnt-voraus	*bJ..a)rA-BbrIJcnt-voraus	filtered-noise-fragment	
*bJIIOS-eIJ(-I	*bJIIOS-eIJ(-I)	low	
*bJJer-ahr	*bJJer-ahr	low	
*bJJer-men-	*bJJer-men-	low	
*bJi-eIl-	*bJi-eIl-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*bOk-f	*bOk-f	medium-repaired	
*bTÜ-	*bTÜ-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*bTÜ-t-os	*bTÜ-t-os)	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*b]Okʷ-i-	*b]Okʷ-i-	medium-repaired	
*ba.razmān-	*ba.razmān-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bafta-	*bafta-	source-layer	
*bagla-	*bagla-)	source-layer	
*baidā	*baidā	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*baidō-	*baidō-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*baiska-	*baiska-	source-layer	
*baiskra-	*baiskra-	source-layer	
*baitra-	*baitra-	source-layer	
*balWOvk’oder	*balWOvk’oder	filtered-noise-fragment	
*ban	*ban	source-layer	
*banno-	*banno-	source-layer	
*bar-ō-	*bar-ō-	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*barda-	*barda-	source-layer	
*bardon-	*bardon-	source-layer	
*bardālla-	*bardālla-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bareJo-	*bareJo-	source-layer	
*barma	*barma	medium-repaired	
*barna-	*barna-	source-layer	
*barzdā	*barzdā	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*basa(n)-	*basa(n)-	source-layer	
*basan-m	*basan-m	medium-repaired	
*basta-	*basta-	source-layer	
*baswa-	*baswa-	source-layer	
*baviusw	*baviusw	medium-repaired	
*baza-	*baza-	source-layer	
*bazan-	*bazan-	source-layer	
*ba~ria-	*ba~ria-	low	
*bbeh/db	*bbeh/db	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*bcrpa-	*bcrpa-	source-layer	
*bcrpra-	*bcrpra-	source-layer	
*be-bid-(p)iit-	*be-bid-(p)iit-	source-layer	
*bei̯atai̯	*bei̯atai̯	medium-repaired	
*bei̯atomin	*bei̯atomin	medium-repaired	
*bei̯t	*bei̯t	medium-repaired	
*ber-	*ber-	source-layer	
*ber-ant-i>	*ber-ant-i>	low	
*bere-Jol!en-	*bere-Jol!en-	low	
*bere-Jugen-	*bere-Jugen-	source-layer	
*beredi	*beredi	source-layer	
*berga-m	*berga-m	medium-repaired	
*beriDti>	*beriDti>	low	
*berija/onti	*berija/onti	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*beripa-	*beripa-	source-layer	
*besman-	*besman-	source-layer	
*beud-a-	*beud-a-	source-layer	
*bfathin	*bfathin	source-layer	
*bfllr-	*bfllr-	source-layer	
*bh-!1gʷ-e/on-m	?*bh-!1gʷ-e/on-m	filtered-noise-fragment	
*bh.pgh..u-Itn-	?*bh.pgh..u-Itn-	source-layer	
*bheUhr(i)jo-	*bheUhr(i)jo-	source-layer	
*bheh:r	*bheh:r	source-layer	
*bheh₂(e)s-:	?*bheh₂(e)s-:	medium-repaired	
*bheihr	*bheihr	source-layer	
*bher-	*bher-	source-layer	
*bhergʰ..nu-	*bhergʰ..nu-	medium-repaired	
*bhergʰ..us-ihr	*bhergʰ..us-ihr	medium-repaired	
*bhes-	*bhes-	source-layer	
*bhes-trahr	*bhes-trahr	source-layer	
*bhpehr	*bhpehr	source-layer	
*bhudh-o/ah₂-	*bhudh-o/ah₂-	medium-repaired	
*bhudʰ..	*bhudʰ..	medium-repaired	
*bhuhries-	*bhuhries-	source-layer	
*bi.a)rg-et-	*bi.a)rg-et-	source-layer	
*bid-a-	*bid-a-	source-layer	
*biegʰ..	*biegʰ..	medium-repaired	
*bilb	*bilb	source-layer	
*billo-	*billo-	source-layer	
*bipaa-in	*bipaa-in	source-layer	
*bir-	*bir-	source-layer	
*bit-i-	*bit-i-	source-layer	
*bitu-	*bitu-	source-layer	
*bitu-von	*bitu-von	source-layer	
*biudʰ-o-	*biudʰ-o-	medium-repaired	
*bjt:jt-	*bjt:jt-	source-layer	
*bl/fllr-	*bl/fllr-	source-layer	
*blcl/-	*blcl/-	source-layer	
*blei̯-	*blei̯-	medium-repaired	
*bllollhrro-m	*bllollhrro-m	source-layer	
*bllor..o-	*bllor..o-	source-layer	
*bni-t-s	*bni-t-s	source-layer	
*boddhar-?	*boddhar-?	source-layer	
*bolJa-	*bolJa-	low	
*bona-vorausgesetzt	*bona-vorausgesetzt	filtered-noise-fragment	
*bop.le/as	*bop.le/as	source-layer	
*bopla-	*bopla-	source-layer	
*bordo	*bordo	source-layer	
*boukkā	*boukkā	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*boutego-wird	*boutego-wird	source-layer	
*boz.1eIas	*boz.1eIas	source-layer	
*bp-tor	*bp-tor	source-layer	
*bp-tr-es	*bp-tr-es	source-layer	
*bpter-Iabr	*bpter-Iabr	source-layer	
*bpterll-	*bpterll-	source-layer	
*bpto-	*bpto-	source-layer	
"*brHu-"""	"*brHu-"""	source-layer	
*braWB-	*braWB-	low	
*brazda	*brazda	source-layer	
*brcrbʰ..	*brcrbʰ..	medium-repaired	
*brdi-	*brdi-	source-layer	
*breiior	*breiior)	source-layer	
*brelJ..it:Jf	*brelJ..it:Jf	filtered-noise-fragment	
*brewō-	*brewō-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*brigant(J)jo-	*brigant(J)jo-	source-layer	
*briganti	*briganti	source-layer	
*brigantino-	*brigantino-	source-layer	
*brigantinos	*brigantinos	source-layer	
*brit(i)jamon-	*brit(i)jamon-	medium-repaired	
*broM	*broM	source-layer	
*brorbʰ..	*brorbʰ..	medium-repaired	
*brorbʰ..i-	*brorbʰ..i-	medium-repaired	
*broth	*broth	source-layer	
*brrIJb..rdehr	*brrIJb..rdehr	low	
*bruu-a[biiljm?	*bruu-a[biiljm?)	medium-repaired	
*bruua-[bii-ljm?	(*bruua-[bii-ljm?	source-layer	
*bruw-ā	*bruw-ā	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bruw-ān-	*bruw-ān-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bröpeJI	*bröpeJI	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*brād-	*brād-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*btVes-	*btVes-	medium-repaired	
*bterusja-	*bterusja-	source-layer	
*bu(o)r(t)rV-	*bu(o)r(t)rV-	medium-repaired	
*bu-kantos<	*bu-kantos<	low	
*bu....ortrV-	*bu....ortrV-	source-layer	
*budla-	*budla-	source-layer	
*bupla-	*bupla-	source-layer	
*bur-i-	*bur-i-	source-layer	
*burPi-durch	*burPi-durch	source-layer	
*burdi-	*burdi-	source-layer	
*burdin-	*burdin-	source-layer	
*burftin-	*burftin-	source-layer	
*burg-	*burg-	source-layer	
*burgun~J)-	*burgun~J)-	low	
*burjJIdin-jä-	*burjJIdin-jä-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*burpa-	*burpa-	source-layer	
*burpin-	*burpin-	source-layer	
*bz(a)g-(V)Jlo-	*bz(a)g-(V)Jlo-	source-layer	
*bz(a)g-eJoIahr	*bz(a)g-eJoIahr	source-layer	
*bz(e)strh	*bz(e)strh	source-layer	
*bz(e)st{’Sternenhimmel	*bz(e)st{’Sternenhimmel	low	
*bz(o)r-eJbhri-	*bz(o)r-eJbhri-	source-layer	
*bzOUS-OS-	*bzOUS-OS-	low	
*bzUS-CS-	*bzUS-CS-	low	
*bzUks-abr	?*bzUks-abr	source-layer	
*bzUks-o-	?*bzUks-o-	source-layer	
*bzUks-oi̯	?*bzUks-oi̯	medium-repaired	
*bzUks-tó-	*bzUks-tó-	medium-repaired	
*bzUs-q(t	*bzUs-q(t)	source-layer	
*bza	*bza	source-layer	
*bza-b:zōg-ahr	*bza-b:zōg-ahr	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bzai̯-u-	*bzai̯-u-	medium-repaired	
*bzeg-	*bzeg-	source-layer	
*bzei̯-u-	*bzei̯-u-	medium-repaired	
*bzep-	*bzep-	source-layer	
*bzerb	*bzerb	source-layer	
*bzerb:r?	*bzerb:r?)	medium-repaired	
*bzerh:rabr	*bzerh:rabr	source-layer	
*bzlUl-es-IJ6-	*bzlUl-es-IJ6-	low	
*bzllUS-OS-	*bzllUS-OS-	low	
*b}arG-u-führen	*b}arG-u-führen	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*b~nHth₂0	*b~nHth₂0	low	
*b~rbʰ..i-	*b~rbʰ..i-	low	
*b~rti-	*b~rti-	low	
*b~rö-	*b~rö-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*bßrbʰ...	*bßrbʰ...	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*bü-bulcus	*bü-bulcus	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*büa-mJn	*büa-mJn	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*bā(m	*bā(m)	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bāpi-	*bāpi-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bōk-	*bōk-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bōk-ō-	*bōk-ō-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bū-	*bū-)	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*būra-m./n	*būra-m./n	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*bʰ	?*bʰ	medium-repaired	
*bʰ!r-d-(J)iah₂	*bʰ!r-d-(J)iah₂	low	
*bʰ!r-mp	*bʰ!r-mp	low	
*bʰ&ra-	*bʰ&ra-	medium-repaired	
*bʰ-n̥-g-ó-	*bʰ-n̥-g-ó-	high-image-collated	
*bʰ.er-	*bʰ.er-	medium-repaired	
*bʰ.pgh..et	?*bʰ.pgh..et	medium-repaired	
*bʰ.pgh..u_J6	*bʰ.pgh..u_J6	medium-repaired	
*bʰ6jdʰ..ihr	?*bʰ6jdʰ..ihr	medium-repaired	
*bʰ6r-to-	*bʰ6r-to-	medium-repaired	
*bʰCrgʰ-{J)jes-	*bʰCrgʰ-{J)jes-	low	
*bʰCuhrjes	?*bʰCuhrjes	medium-repaired	
*bʰOngʰ..u-	*bʰOngʰ..u-	medium-repaired	
*bʰOngʰ..u-in	*bʰOngʰ..u-in	medium-repaired	
*bʰOr-o-	*bʰOr-o-	medium-repaired	
*bʰOrgʰ..mn-u-s	*bʰOrgʰ..mn-u-s	medium-repaired	
*bʰOs-o-	*bʰOs-o-	medium-repaired	
*bʰOs-on-	*bʰOs-on-	medium-repaired	
*bʰUhr	*bʰUhr	medium-repaired	
*bʰa/ohr	*bʰa/ohr	medium-repaired	
*bʰag-	*bʰag-	medium-repaired	
*bʰag-ahrtolah	*bʰag-ahrtolah	medium-repaired	
*bʰag-lihr	*bʰag-lihr	medium-repaired	
*bʰag-o-	*bʰag-o-	medium-repaired	
*bʰag-on-	*bʰag-on-	medium-repaired	
*bʰag-ti-	*bʰag-ti-	medium-repaired	
*bʰag-to-	*bʰag-to-	medium-repaired	
*bʰag-tro-	*bʰag-tro-	medium-repaired	
*bʰag_	*bʰag_	medium-repaired	
*bʰah	*bʰah	medium-repaired	
*bʰahr	*bʰahr	medium-repaired	
*bʰahrlo-	*bʰahrlo-	medium-repaired	
*bʰahrm-(i)iah₂	*bʰahrm-(i)iah₂	medium-repaired	
*bʰahrmo-	*bʰahrmo-	medium-repaired	
*bʰahrto-	*bʰahrto-	medium-repaired	
*bʰah₂/f{0-	*bʰah₂/f{0-)	low	
*bʰah₂g-ahr	*bʰah₂g-ahr	medium-repaired	
*bʰah₂g-nahr	*bʰah₂g-nahr	medium-repaired	
*bʰah₂ǵ-	*bʰah₂ǵ-	high-image-collated	
*bʰah₂ǵ-	?*bʰah₂ǵ-	high-image-collated	
*bʰah₂ǵ-(ó-	*bʰah₂ǵ-(ó-)	high-image-collated	
*bʰah₂ǵ-ei̯ah₂-	*bʰah₂ǵ-ei̯ah₂-	high-image-collated	
*bʰah₂ǵ-iah₂-n-	*bʰah₂ǵ-iah₂-n-	high-image-collated	
*bʰah₂ǵ-ó-	*bʰah₂ǵ-ó-	high-image-collated	
*bʰar(-es)_	*bʰar(-es)_	medium-repaired	
*bʰar(s)dʰahrto-	*bʰar(s)dʰahrto-	medium-repaired	
*bʰar-	(*bʰar-	medium-repaired	
*bʰar-	*bʰar-	medium-repaired	
*bʰar-dʰ-	*bʰar-dʰ-	medium-repaired	
*bʰar-es-	*bʰar-es-	medium-repaired	
*bʰar-s-	*bʰar-s-	medium-repaired	
